id,purchase_order_id,product_id,requested_quantity,received_quantity,unit_price,created_at,updated_at
267,267,86,60.0,60.0,99.91,2025-10-08T00:00:00+00:00,2025-10-12T00:00:00+00:00
268,268,19,420.0,420.0,52.22,2025-10-08T00:00:00+00:00,2025-10-12T00:00:00+00:00
269,269,47,1350.0,1350.0,34.92,2025-10-08T00:00:00+00:00,2025-10-11T00:00:00+00:00
270,270,62,75.0,75.0,23.84,2025-10-08T00:00:00+00:00,2025-10-16T00:00:00+00:00
271,271,56,300.0,300.0,62.1,2025-10-08T00:00:00+00:00,2025-10-16T00:00:00+00:00
272,272,66,45.0,45.0,129.5,2025-10-09T00:00:00+00:00,2025-10-16T00:00:00+00:00
273,273,37,270.0,270.0,33.17,2025-10-09T00:00:00+00:00,2025-10-18T00:00:00+00:00
274,274,30,600.0,600.0,85.65,2025-10-09T00:00:00+00:00,2025-10-12T00:00:00+00:00
275,275,22,2250.0,2250.0,145.41,2025-10-09T00:00:00+00:00,2025-10-13T00:00:00+00:00
276,276,11,330.0,330.0,64.62,2025-10-09T00:00:00+00:00,2025-10-18T00:00:00+00:00
277,277,21,1800.0,1800.0,121.59,2025-10-10T00:00:00+00:00,2025-10-18T00:00:00+00:00
278,278,42,300.0,300.0,47.62,2025-10-10T00:00:00+00:00,2025-10-13T00:00:00+00:00
279,279,94,330.0,330.0,104.21,2025-10-10T00:00:00+00:00,2025-10-18T00:00:00+00:00
280,280,40,600.0,600.0,83.65,2025-10-10T00:00:00+00:00,2025-10-13T00:00:00+00:00
281,281,9,300.0,300.0,131.95,2025-10-10T00:00:00+00:00,2025-10-20T00:00:00+00:00
282,282,63,60.0,60.0,28.03,2025-10-10T00:00:00+00:00,2025-10-16T00:00:00+00:00
283,283,77,225.0,225.0,58.11,2025-10-11T00:00:00+00:00,2025-10-14T00:00:00+00:00
284,284,44,450.0,450.0,139.01,2025-10-11T00:00:00+00:00,2025-10-19T00:00:00+00:00
285,285,48,225.0,225.0,5.5,2025-10-11T00:00:00+00:00,2025-10-20T00:00:00+00:00
286,286,2,450.0,450.0,24.62,2025-10-11T00:00:00+00:00,2025-10-17T00:00:00+00:00
287,287,51,75.0,75.0,66.59,2025-10-12T00:00:00+00:00,2025-10-16T00:00:00+00:00
288,288,28,225.0,225.0,128.0,2025-10-12T00:00:00+00:00,2025-10-16T00:00:00+00:00
289,289,15,300.0,300.0,12.49,2025-10-12T00:00:00+00:00,2025-10-19T00:00:00+00:00
290,290,80,150.0,150.0,113.63,2025-10-12T00:00:00+00:00,2025-10-18T00:00:00+00:00
291,291,1,675.0,675.0,55.58,2025-10-12T00:00:00+00:00,2025-10-15T00:00:00+00:00
292,292,10,450.0,450.0,115.34,2025-10-12T00:00:00+00:00,2025-10-20T00:00:00+00:00
293,293,12,270.0,270.0,149.28,2025-10-12T00:00:00+00:00,2025-10-19T00:00:00+00:00
294,294,16,120.0,120.0,109.06,2025-10-13T00:00:00+00:00,2025-10-23T00:00:00+00:00
295,295,83,1500.0,1500.0,18.0,2025-10-13T00:00:00+00:00,2025-10-19T00:00:00+00:00
296,296,59,750.0,750.0,95.68,2025-10-13T00:00:00+00:00,2025-10-22T00:00:00+00:00
297,297,95,225.0,225.0,45.55,2025-10-13T00:00:00+00:00,2025-10-19T00:00:00+00:00
298,298,29,120.0,120.0,38.44,2025-10-13T00:00:00+00:00,2025-10-16T00:00:00+00:00
299,299,70,225.0,225.0,63.4,2025-10-13T00:00:00+00:00,2025-10-20T00:00:00+00:00
300,300,81,3000.0,3000.0,20.68,2025-10-14T00:00:00+00:00,2025-10-22T00:00:00+00:00
301,301,26,450.0,450.0,34.22,2025-10-14T00:00:00+00:00,2025-10-17T00:00:00+00:00
302,302,91,90.0,90.0,58.09,2025-10-14T00:00:00+00:00,2025-10-22T00:00:00+00:00
303,303,32,270.0,270.0,3.38,2025-10-14T00:00:00+00:00,2025-10-22T00:00:00+00:00
304,304,50,525.0,525.0,28.43,2025-10-15T00:00:00+00:00,2025-10-19T00:00:00+00:00
305,305,35,225.0,225.0,3.16,2025-10-15T00:00:00+00:00,2025-10-23T00:00:00+00:00
306,306,67,120.0,120.0,115.34,2025-10-15T00:00:00+00:00,2025-10-23T00:00:00+00:00
307,307,13,180.0,180.0,11.48,2025-10-15T00:00:00+00:00,2025-10-19T00:00:00+00:00
308,308,84,180.0,180.0,13.25,2025-10-15T00:00:00+00:00,2025-10-18T00:00:00+00:00
309,309,88,120.0,120.0,28.07,2025-10-15T00:00:00+00:00,2025-10-22T00:00:00+00:00
310,310,96,45.0,45.0,72.04,2025-10-15T00:00:00+00:00,2025-10-19T00:00:00+00:00
311,311,79,90.0,90.0,81.83,2025-10-15T00:00:00+00:00,2025-10-23T00:00:00+00:00
312,312,6,420.0,420.0,137.07,2025-10-16T00:00:00+00:00,2025-10-23T00:00:00+00:00
313,313,100,30.0,30.0,35.67,2025-10-16T00:00:00+00:00,2025-10-20T00:00:00+00:00
314,314,52,120.0,120.0,66.54,2025-10-17T00:00:00+00:00,2025-10-26T00:00:00+00:00
315,315,74,30.0,30.0,66.5,2025-10-17T00:00:00+00:00,2025-10-25T00:00:00+00:00
316,316,36,300.0,300.0,19.08,2025-10-18T00:00:00+00:00,2025-10-25T00:00:00+00:00
317,317,34,375.0,375.0,44.18,2025-10-18T00:00:00+00:00,2025-10-25T00:00:00+00:00
318,318,20,150.0,150.0,22.75,2025-10-18T00:00:00+00:00,2025-10-28T00:00:00+00:00
319,319,41,375.0,375.0,82.75,2025-10-18T00:00:00+00:00,2025-10-22T00:00:00+00:00
320,320,87,60.0,60.0,17.62,2025-10-18T00:00:00+00:00,2025-10-22T00:00:00+00:00
321,321,24,750.0,750.0,41.25,2025-10-18T00:00:00+00:00,2025-10-21T00:00:00+00:00
322,322,23,1200.0,1200.0,33.63,2025-10-18T00:00:00+00:00,2025-10-21T00:00:00+00:00
323,323,58,600.0,600.0,72.03,2025-10-19T00:00:00+00:00,2025-10-23T00:00:00+00:00
324,324,85,75.0,75.0,127.84,2025-10-19T00:00:00+00:00,2025-10-23T00:00:00+00:00
325,325,69,180.0,180.0,22.48,2025-10-19T00:00:00+00:00,2025-10-26T00:00:00+00:00
326,326,39,900.0,900.0,2.52,2025-10-20T00:00:00+00:00,2025-10-28T00:00:00+00:00
327,327,71,375.0,375.0,59.64,2025-10-20T00:00:00+00:00,2025-10-24T00:00:00+00:00
328,328,25,900.0,900.0,149.32,2025-10-20T00:00:00+00:00,2025-10-23T00:00:00+00:00
329,329,18,210.0,210.0,129.85,2025-10-20T00:00:00+00:00,2025-10-23T00:00:00+00:00
330,330,4,600.0,600.0,102.89,2025-10-20T00:00:00+00:00,2025-10-24T00:00:00+00:00
331,331,3,375.0,375.0,58.48,2025-10-20T00:00:00+00:00,2025-10-28T00:00:00+00:00
332,332,45,420.0,420.0,28.55,2025-10-20T00:00:00+00:00,2025-10-27T00:00:00+00:00
333,333,99,375.0,375.0,42.92,2025-10-21T00:00:00+00:00,2025-10-31T00:00:00+00:00
334,334,78,180.0,180.0,113.3,2025-10-21T00:00:00+00:00,2025-10-27T00:00:00+00:00
335,335,31,675.0,675.0,37.33,2025-10-21T00:00:00+00:00,2025-10-25T00:00:00+00:00
336,336,33,1050.0,1050.0,76.87,2025-10-21T00:00:00+00:00,2025-10-25T00:00:00+00:00
337,337,17,750.0,750.0,30.18,2025-10-22T00:00:00+00:00,2025-10-28T00:00:00+00:00
338,338,5,525.0,525.0,25.41,2025-10-22T00:00:00+00:00,2025-10-26T00:00:00+00:00
339,339,92,30.0,30.0,54.51,2025-10-22T00:00:00+00:00,2025-10-25T00:00:00+00:00
340,340,14,375.0,375.0,12.51,2025-10-22T00:00:00+00:00,2025-10-30T00:00:00+00:00
341,341,76,210.0,210.0,6.01,2025-10-23T00:00:00+00:00,2025-10-31T00:00:00+00:00
342,342,49,330.0,330.0,53.97,2025-10-23T00:00:00+00:00,2025-10-31T00:00:00+00:00
343,343,46,270.0,270.0,121.99,2025-10-23T00:00:00+00:00,2025-10-29T00:00:00+00:00
344,344,53,90.0,90.0,142.43,2025-10-23T00:00:00+00:00,2025-10-27T00:00:00+00:00
345,345,68,150.0,150.0,107.6,2025-10-23T00:00:00+00:00,2025-11-01T00:00:00+00:00
346,346,72,45.0,45.0,72.59,2025-10-23T00:00:00+00:00,2025-10-31T00:00:00+00:00
347,347,47,1350.0,1350.0,34.92,2025-10-24T00:00:00+00:00,2025-10-27T00:00:00+00:00
348,348,75,150.0,150.0,138.09,2025-10-24T00:00:00+00:00,2025-10-31T00:00:00+00:00
349,349,82,2700.0,2700.0,115.5,2025-10-24T00:00:00+00:00,2025-11-01T00:00:00+00:00
350,350,8,225.0,225.0,4.88,2025-10-25T00:00:00+00:00,2025-11-02T00:00:00+00:00
351,351,43,225.0,225.0,102.95,2025-10-25T00:00:00+00:00,2025-11-01T00:00:00+00:00
352,352,89,450.0,450.0,70.8,2025-10-25T00:00:00+00:00,2025-11-02T00:00:00+00:00
353,353,57,150.0,150.0,91.79,2025-10-25T00:00:00+00:00,2025-11-04T00:00:00+00:00
354,354,98,75.0,75.0,81.31,2025-10-25T00:00:00+00:00,2025-10-29T00:00:00+00:00
355,355,90,45.0,45.0,43.28,2025-10-26T00:00:00+00:00,2025-10-30T00:00:00+00:00
356,356,27,180.0,180.0,9.42,2025-10-26T00:00:00+00:00,2025-11-02T00:00:00+00:00
357,357,56,300.0,300.0,62.1,2025-10-26T00:00:00+00:00,2025-11-03T00:00:00+00:00
358,358,62,75.0,75.0,23.84,2025-10-27T00:00:00+00:00,2025-11-04T00:00:00+00:00
359,359,97,30.0,30.0,42.1,2025-10-27T00:00:00+00:00,2025-10-31T00:00:00+00:00
360,360,54,75.0,75.0,47.77,2025-10-28T00:00:00+00:00,2025-11-04T00:00:00+00:00
361,361,60,60.0,60.0,121.37,2025-10-28T00:00:00+00:00,2025-11-01T00:00:00+00:00
362,362,61,90.0,90.0,69.4,2025-10-29T00:00:00+00:00,2025-11-06T00:00:00+00:00
363,363,73,30.0,30.0,112.63,2025-10-29T00:00:00+00:00,2025-11-06T00:00:00+00:00
364,364,64,75.0,75.0,69.56,2025-10-29T00:00:00+00:00,2025-11-05T00:00:00+00:00
365,365,83,1500.0,1500.0,18.0,2025-10-29T00:00:00+00:00,2025-11-04T00:00:00+00:00
366,366,22,2250.0,2250.0,145.41,2025-10-30T00:00:00+00:00,2025-11-03T00:00:00+00:00
367,367,86,60.0,60.0,99.91,2025-10-30T00:00:00+00:00,2025-11-03T00:00:00+00:00
368,368,95,225.0,225.0,45.55,2025-10-30T00:00:00+00:00,2025-11-05T00:00:00+00:00
369,369,19,420.0,420.0,52.22,2025-10-30T00:00:00+00:00,2025-11-03T00:00:00+00:00
370,370,30,600.0,600.0,85.65,2025-10-30T00:00:00+00:00,2025-11-02T00:00:00+00:00
371,371,42,300.0,300.0,47.62,2025-10-30T00:00:00+00:00,2025-11-02T00:00:00+00:00
372,372,93,30.0,30.0,142.31,2025-10-30T00:00:00+00:00,2025-11-06T00:00:00+00:00
373,373,80,150.0,150.0,113.63,2025-10-31T00:00:00+00:00,2025-11-06T00:00:00+00:00
374,374,2,450.0,450.0,24.62,2025-10-31T00:00:00+00:00,2025-11-06T00:00:00+00:00
375,375,16,120.0,120.0,109.06,2025-10-31T00:00:00+00:00,2025-11-10T00:00:00+00:00
376,376,38,1500.0,1500.0,135.99,2025-10-31T00:00:00+00:00,2025-11-07T00:00:00+00:00
377,377,28,225.0,225.0,128.0,2025-11-01T00:00:00+00:00,2025-11-05T00:00:00+00:00
378,378,44,450.0,450.0,139.01,2025-11-01T00:00:00+00:00,2025-11-09T00:00:00+00:00
379,379,12,270.0,270.0,149.28,2025-11-02T00:00:00+00:00,2025-11-09T00:00:00+00:00
380,380,55,210.0,210.0,64.23,2025-11-02T00:00:00+00:00,2025-11-09T00:00:00+00:00
381,381,1,675.0,675.0,55.58,2025-11-03T00:00:00+00:00,2025-11-06T00:00:00+00:00
382,382,26,450.0,450.0,34.22,2025-11-03T00:00:00+00:00,2025-11-06T00:00:00+00:00
383,383,37,270.0,270.0,33.17,2025-11-03T00:00:00+00:00,2025-11-12T00:00:00+00:00
384,384,66,45.0,45.0,129.5,2025-11-03T00:00:00+00:00,2025-11-10T00:00:00+00:00
385,385,10,450.0,450.0,115.34,2025-11-03T00:00:00+00:00,2025-11-11T00:00:00+00:00
386,386,13,180.0,180.0,11.48,2025-11-03T00:00:00+00:00,2025-11-07T00:00:00+00:00
387,387,70,225.0,225.0,63.4,2025-11-04T00:00:00+00:00,2025-11-11T00:00:00+00:00
388,388,32,270.0,270.0,3.38,2025-11-04T00:00:00+00:00,2025-11-12T00:00:00+00:00
389,389,48,225.0,225.0,5.5,2025-11-04T00:00:00+00:00,2025-11-13T00:00:00+00:00
390,390,81,3000.0,3000.0,20.68,2025-11-04T00:00:00+00:00,2025-11-12T00:00:00+00:00
391,391,59,750.0,750.0,95.68,2025-11-05T00:00:00+00:00,2025-11-14T00:00:00+00:00
392,392,11,330.0,330.0,64.62,2025-11-05T00:00:00+00:00,2025-11-14T00:00:00+00:00
393,393,15,300.0,300.0,12.49,2025-11-05T00:00:00+00:00,2025-11-12T00:00:00+00:00
394,394,51,75.0,75.0,66.59,2025-11-05T00:00:00+00:00,2025-11-09T00:00:00+00:00
395,395,58,600.0,600.0,72.03,2025-11-05T00:00:00+00:00,2025-11-09T00:00:00+00:00
396,396,7,480.0,480.0,81.83,2025-11-05T00:00:00+00:00,2025-11-08T00:00:00+00:00
397,397,65,60.0,60.0,122.62,2025-11-05T00:00:00+00:00,2025-11-11T00:00:00+00:00
398,398,35,225.0,225.0,3.16,2025-11-06T00:00:00+00:00,2025-11-14T00:00:00+00:00
399,399,9,300.0,300.0,131.95,2025-11-06T00:00:00+00:00,2025-11-16T00:00:00+00:00
400,400,23,1200.0,1200.0,33.63,2025-11-06T00:00:00+00:00,2025-11-09T00:00:00+00:00
401,401,88,120.0,120.0,28.07,2025-11-06T00:00:00+00:00,2025-11-13T00:00:00+00:00
402,402,40,600.0,600.0,83.65,2025-11-06T00:00:00+00:00,2025-11-09T00:00:00+00:00
403,403,94,330.0,330.0,104.21,2025-11-07T00:00:00+00:00,2025-11-15T00:00:00+00:00
404,404,4,600.0,600.0,102.89,2025-11-07T00:00:00+00:00,2025-11-11T00:00:00+00:00
405,405,84,180.0,180.0,13.25,2025-11-07T00:00:00+00:00,2025-11-10T00:00:00+00:00
406,406,25,900.0,900.0,149.32,2025-11-07T00:00:00+00:00,2025-11-10T00:00:00+00:00
407,407,36,300.0,300.0,19.08,2025-11-08T00:00:00+00:00,2025-11-15T00:00:00+00:00
408,408,63,60.0,60.0,28.03,2025-11-08T00:00:00+00:00,2025-11-14T00:00:00+00:00
409,409,39,900.0,900.0,2.52,2025-11-08T00:00:00+00:00,2025-11-16T00:00:00+00:00
410,410,77,225.0,225.0,58.11,2025-11-08T00:00:00+00:00,2025-11-11T00:00:00+00:00
411,411,74,30.0,30.0,66.5,2025-11-08T00:00:00+00:00,2025-11-16T00:00:00+00:00
412,412,78,180.0,180.0,113.3,2025-11-08T00:00:00+00:00,2025-11-14T00:00:00+00:00
413,413,91,90.0,90.0,58.09,2025-11-09T00:00:00+00:00,2025-11-17T00:00:00+00:00
414,414,71,375.0,375.0,59.64,2025-11-09T00:00:00+00:00,2025-11-13T00:00:00+00:00
415,415,21,1800.0,1800.0,121.59,2025-11-09T00:00:00+00:00,2025-11-17T00:00:00+00:00
416,416,33,1050.0,1050.0,76.87,2025-11-09T00:00:00+00:00,2025-11-13T00:00:00+00:00
417,417,67,120.0,120.0,115.34,2025-11-09T00:00:00+00:00,2025-11-17T00:00:00+00:00
418,418,41,375.0,375.0,82.75,2025-11-09T00:00:00+00:00,2025-11-13T00:00:00+00:00
419,419,34,375.0,375.0,44.18,2025-11-09T00:00:00+00:00,2025-11-16T00:00:00+00:00
420,420,20,150.0,150.0,22.75,2025-11-10T00:00:00+00:00,2025-11-20T00:00:00+00:00
421,421,100,30.0,30.0,35.67,2025-11-10T00:00:00+00:00,2025-11-14T00:00:00+00:00
422,422,79,90.0,90.0,81.83,2025-11-10T00:00:00+00:00,2025-11-18T00:00:00+00:00
423,423,52,120.0,120.0,66.54,2025-11-11T00:00:00+00:00,2025-11-20T00:00:00+00:00
424,424,50,525.0,525.0,28.43,2025-11-11T00:00:00+00:00,2025-11-15T00:00:00+00:00
425,425,3,375.0,375.0,58.48,2025-11-11T00:00:00+00:00,2025-11-19T00:00:00+00:00
426,426,14,375.0,375.0,12.51,2025-11-11T00:00:00+00:00,2025-11-19T00:00:00+00:00
427,427,96,45.0,45.0,72.04,2025-11-11T00:00:00+00:00,2025-11-15T00:00:00+00:00
428,428,69,180.0,180.0,22.48,2025-11-11T00:00:00+00:00,2025-11-18T00:00:00+00:00
429,429,68,150.0,150.0,107.6,2025-11-11T00:00:00+00:00,2025-11-20T00:00:00+00:00
430,430,82,2700.0,2700.0,115.5,2025-11-12T00:00:00+00:00,2025-11-20T00:00:00+00:00
431,431,87,60.0,60.0,17.62,2025-11-12T00:00:00+00:00,2025-11-16T00:00:00+00:00
432,432,24,750.0,750.0,41.25,2025-11-12T00:00:00+00:00,2025-11-15T00:00:00+00:00
433,433,6,420.0,420.0,137.07,2025-11-12T00:00:00+00:00,2025-11-19T00:00:00+00:00
434,434,45,420.0,420.0,28.55,2025-11-12T00:00:00+00:00,2025-11-19T00:00:00+00:00
435,435,31,675.0,675.0,37.33,2025-11-13T00:00:00+00:00,2025-11-17T00:00:00+00:00
436,436,49,330.0,330.0,53.97,2025-11-13T00:00:00+00:00,2025-11-21T00:00:00+00:00
437,437,17,750.0,750.0,30.18,2025-11-13T00:00:00+00:00,2025-11-19T00:00:00+00:00
438,438,46,270.0,270.0,121.99,2025-11-13T00:00:00+00:00,2025-11-19T00:00:00+00:00
439,439,75,150.0,150.0,138.09,2025-11-14T00:00:00+00:00,2025-11-21T00:00:00+00:00
440,440,85,75.0,75.0,127.84,2025-11-14T00:00:00+00:00,2025-11-18T00:00:00+00:00
441,441,76,210.0,210.0,6.01,2025-11-15T00:00:00+00:00,2025-11-23T00:00:00+00:00
442,442,99,375.0,375.0,42.92,2025-11-15T00:00:00+00:00,2025-11-25T00:00:00+00:00
443,443,5,525.0,525.0,25.41,2025-11-16T00:00:00+00:00,2025-11-20T00:00:00+00:00
444,444,95,225.0,225.0,45.55,2025-11-17T00:00:00+00:00,2025-11-23T00:00:00+00:00
445,445,42,300.0,300.0,47.62,2025-11-17T00:00:00+00:00,2025-11-20T00:00:00+00:00
446,446,29,120.0,120.0,38.44,2025-11-17T00:00:00+00:00,2025-11-20T00:00:00+00:00
447,447,60,60.0,60.0,121.37,2025-11-18T00:00:00+00:00,2025-11-22T00:00:00+00:00
448,448,26,450.0,450.0,34.22,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00
449,449,90,45.0,45.0,43.28,2025-11-18T00:00:00+00:00,2025-11-22T00:00:00+00:00
450,450,47,1350.0,1350.0,34.92,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00
451,451,54,75.0,75.0,47.77,2025-11-18T00:00:00+00:00,2025-11-25T00:00:00+00:00
452,452,16,120.0,120.0,109.06,2025-11-18T00:00:00+00:00,2025-11-28T00:00:00+00:00
453,453,92,30.0,30.0,54.51,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00
454,454,56,300.0,300.0,62.1,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00
455,455,18,210.0,210.0,129.85,2025-11-19T00:00:00+00:00,2025-11-22T00:00:00+00:00
456,456,72,45.0,45.0,72.59,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00
457,457,61,90.0,90.0,69.4,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00
458,458,19,420.0,420.0,52.22,2025-11-20T00:00:00+00:00,2025-11-24T00:00:00+00:00
459,459,8,225.0,225.0,4.88,2025-11-20T00:00:00+00:00,2025-11-28T00:00:00+00:00
460,460,44,450.0,450.0,139.01,2025-11-20T00:00:00+00:00,2025-11-28T00:00:00+00:00
461,461,27,180.0,180.0,9.42,2025-11-20T00:00:00+00:00,2025-11-27T00:00:00+00:00
462,462,22,2250.0,2250.0,145.41,2025-11-20T00:00:00+00:00,2025-11-24T00:00:00+00:00
463,463,81,3000.0,3000.0,20.68,2025-11-21T00:00:00+00:00,2025-11-29T00:00:00+00:00
464,464,28,225.0,225.0,128.0,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00
465,465,98,75.0,75.0,81.31,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00
466,466,89,450.0,450.0,70.8,2025-11-21T00:00:00+00:00,2025-11-29T00:00:00+00:00
467,467,53,90.0,90.0,142.43,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00
468,468,1,675.0,675.0,55.58,2025-11-21T00:00:00+00:00,2025-11-24T00:00:00+00:00
469,469,80,150.0,150.0,113.63,2025-11-22T00:00:00+00:00,2025-11-28T00:00:00+00:00
470,470,57,150.0,150.0,91.79,2025-11-22T00:00:00+00:00,2025-12-02T00:00:00+00:00
471,471,2,450.0,450.0,24.62,2025-11-22T00:00:00+00:00,2025-11-28T00:00:00+00:00
472,472,10,450.0,450.0,115.34,2025-11-23T00:00:00+00:00,2025-12-01T00:00:00+00:00
473,473,30,600.0,600.0,85.65,2025-11-23T00:00:00+00:00,2025-11-26T00:00:00+00:00
474,474,73,30.0,30.0,112.63,2025-11-24T00:00:00+00:00,2025-12-02T00:00:00+00:00
475,475,97,30.0,30.0,42.1,2025-11-24T00:00:00+00:00,2025-11-28T00:00:00+00:00
476,476,86,60.0,60.0,99.91,2025-11-24T00:00:00+00:00,2025-11-28T00:00:00+00:00
477,477,59,750.0,750.0,95.68,2025-11-25T00:00:00+00:00,2025-12-04T00:00:00+00:00
478,478,11,330.0,330.0,64.62,2025-11-25T00:00:00+00:00,2025-12-04T00:00:00+00:00
479,479,83,1500.0,1500.0,18.0,2025-11-25T00:00:00+00:00,2025-12-01T00:00:00+00:00
480,480,38,1500.0,1500.0,135.99,2025-11-25T00:00:00+00:00,2025-12-02T00:00:00+00:00
481,481,55,210.0,210.0,64.23,2025-11-25T00:00:00+00:00,2025-12-02T00:00:00+00:00
482,482,40,600.0,600.0,83.65,2025-11-26T00:00:00+00:00,2025-11-29T00:00:00+00:00
483,483,43,225.0,225.0,102.95,2025-11-26T00:00:00+00:00,2025-12-03T00:00:00+00:00
484,484,64,75.0,75.0,69.56,2025-11-26T00:00:00+00:00,2025-12-03T00:00:00+00:00
485,485,84,180.0,180.0,13.25,2025-11-26T00:00:00+00:00,2025-11-29T00:00:00+00:00
486,486,70,225.0,225.0,63.4,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
487,487,36,300.0,300.0,19.08,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
488,488,37,270.0,270.0,33.17,2025-11-27T00:00:00+00:00,2025-12-06T00:00:00+00:00
489,489,15,300.0,300.0,12.49,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
490,490,12,270.0,270.0,149.28,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
491,491,78,180.0,180.0,113.3,2025-11-28T00:00:00+00:00,2025-12-04T00:00:00+00:00
492,492,94,330.0,330.0,104.21,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00
493,493,25,900.0,900.0,149.32,2025-11-28T00:00:00+00:00,2025-12-01T00:00:00+00:00
494,494,69,180.0,180.0,22.48,2025-11-28T00:00:00+00:00,2025-12-05T00:00:00+00:00
495,495,13,180.0,180.0,11.48,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00
496,496,51,75.0,75.0,66.59,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00
497,497,62,75.0,75.0,23.84,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00
498,498,35,225.0,225.0,3.16,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00
499,499,58,600.0,600.0,72.03,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00
500,500,48,225.0,225.0,5.5,2025-11-28T00:00:00+00:00,2025-12-07T00:00:00+00:00
501,501,9,300.0,300.0,131.95,2025-11-29T00:00:00+00:00,2025-12-09T00:00:00+00:00
502,502,65,60.0,60.0,122.62,2025-11-29T00:00:00+00:00,2025-12-05T00:00:00+00:00
503,503,66,45.0,45.0,129.5,2025-11-29T00:00:00+00:00,2025-12-06T00:00:00+00:00
504,504,3,375.0,375.0,58.48,2025-11-29T00:00:00+00:00,2025-12-07T00:00:00+00:00
505,505,50,525.0,525.0,28.43,2025-11-29T00:00:00+00:00,2025-12-03T00:00:00+00:00
506,506,88,120.0,120.0,28.07,2025-11-30T00:00:00+00:00,2025-12-07T00:00:00+00:00
507,507,82,2700.0,2700.0,115.5,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
508,508,71,375.0,375.0,59.64,2025-11-30T00:00:00+00:00,2025-12-04T00:00:00+00:00
509,509,74,30.0,30.0,66.5,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
510,510,45,420.0,420.0,28.55,2025-11-30T00:00:00+00:00,2025-12-07T00:00:00+00:00
511,511,49,330.0,330.0,53.97,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
512,512,41,375.0,375.0,82.75,2025-11-30T00:00:00+00:00,2025-12-04T00:00:00+00:00
513,513,67,120.0,120.0,115.34,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
514,514,32,270.0,270.0,3.38,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00
515,515,34,375.0,375.0,44.18,2025-12-01T00:00:00+00:00,2025-12-08T00:00:00+00:00
516,516,4,600.0,600.0,102.89,2025-12-01T00:00:00+00:00,2025-12-05T00:00:00+00:00
517,517,7,480.0,480.0,81.83,2025-12-01T00:00:00+00:00,2025-12-04T00:00:00+00:00
518,518,39,900.0,900.0,2.52,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00
519,519,79,90.0,90.0,81.83,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00
520,520,68,150.0,150.0,107.6,2025-12-01T00:00:00+00:00,2025-12-10T00:00:00+00:00
521,521,21,1800.0,1800.0,121.59,2025-12-02T00:00:00+00:00,2025-12-10T00:00:00+00:00
522,522,33,1050.0,1050.0,76.87,2025-12-02T00:00:00+00:00,2025-12-06T00:00:00+00:00
523,523,23,1200.0,1200.0,33.63,2025-12-02T00:00:00+00:00,2025-12-05T00:00:00+00:00
524,524,24,750.0,750.0,41.25,2025-12-03T00:00:00+00:00,2025-12-06T00:00:00+00:00
525,525,52,120.0,120.0,66.54,2025-12-03T00:00:00+00:00,2025-12-12T00:00:00+00:00
526,526,17,750.0,750.0,30.18,2025-12-04T00:00:00+00:00,2025-12-10T00:00:00+00:00
527,527,77,225.0,225.0,58.11,2025-12-04T00:00:00+00:00,2025-12-07T00:00:00+00:00
528,528,91,90.0,90.0,58.09,2025-12-04T00:00:00+00:00,2025-12-12T00:00:00+00:00
529,529,93,30.0,30.0,142.31,2025-12-04T00:00:00+00:00,2025-12-11T00:00:00+00:00
530,530,6,420.0,420.0,137.07,2025-12-04T00:00:00+00:00,2025-12-11T00:00:00+00:00
531,531,20,150.0,150.0,22.75,2025-12-05T00:00:00+00:00,2025-12-15T00:00:00+00:00
532,532,96,45.0,45.0,72.04,2025-12-05T00:00:00+00:00,2025-12-09T00:00:00+00:00
533,533,63,60.0,60.0,28.03,2025-12-05T00:00:00+00:00,2025-12-11T00:00:00+00:00
