id,product_id,batch_number,quantity,manufacturing_date,expiry_date,received_date,created_at,updated_at
406,32,BAT-SUP-GZE-SWB-303,270.0,2025-10-07,2026-05-30,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
407,41,BAT-PPE-GLV-LAT-M-319,375.0,2025-10-07,2027-04-13,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
408,59,BAT-PPE-BIO-MED-296,750.0,2025-10-07,2027-01-17,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
409,81,BAT-LAB-EDT-K2-300,3000.0,2025-10-07,2026-12-01,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
410,87,BAT-LAB-SYP-KIT-320,60.0,2025-10-07,2026-10-25,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
411,88,BAT-LAB-URN-DIP-309,120.0,2025-10-07,2026-09-09,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
412,91,BAT-LAB-TRP-KIT-302,90.0,2025-10-07,2027-04-02,2025-10-22,2025-10-22T00:00:00+00:00,2025-10-22T00:00:00+00:00
413,6,BAT-MED-OME-20-312,420.0,2025-10-08,2026-04-22,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
414,16,BAT-MED-ALB-INH-294,120.0,2025-10-08,2026-05-16,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
415,18,BAT-MED-TRA-50-329,210.0,2025-10-08,2026-09-13,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
416,25,BAT-SUP-IVC-22G-328,900.0,2025-10-08,2026-04-26,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
417,35,BAT-SUP-FOL-CAT-305,225.0,2025-10-08,2027-02-15,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
418,58,BAT-PPE-BIO-LRG-323,600.0,2025-10-08,2026-08-24,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
419,67,BAT-SRG-STP-DSP-306,120.0,2025-10-08,2026-04-27,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
420,79,BAT-SRG-DRP-CS-311,90.0,2025-10-08,2026-09-27,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
421,85,BAT-LAB-HIV-KIT-324,75.0,2025-10-08,2026-10-01,2025-10-23,2025-10-23T00:00:00+00:00,2025-10-23T00:00:00+00:00
422,4,BAT-MED-MET-500-330,600.0,2025-10-09,2026-05-23,2025-10-24,2025-10-24T00:00:00+00:00,2025-10-24T00:00:00+00:00
423,71,BAT-SRG-LAP-SPN-327,375.0,2025-10-09,2026-10-30,2025-10-24,2025-10-24T00:00:00+00:00,2025-10-24T00:00:00+00:00
424,31,BAT-SUP-BND-3IN-335,675.0,2025-10-10,2027-04-14,2025-10-25,2025-10-25T00:00:00+00:00,2025-10-25T00:00:00+00:00
425,33,BAT-SUP-IVF-SET-336,1050.0,2025-10-10,2026-12-30,2025-10-25,2025-10-25T00:00:00+00:00,2025-10-25T00:00:00+00:00
426,34,BAT-SUP-URN-BAG-317,375.0,2025-10-10,2026-05-25,2025-10-25,2025-10-25T00:00:00+00:00,2025-10-25T00:00:00+00:00
427,36,BAT-SUP-DSC-11-316,300.0,2025-10-10,2027-01-10,2025-10-25,2025-10-25T00:00:00+00:00,2025-10-25T00:00:00+00:00
428,74,BAT-SRG-BNE-WAX-315,30.0,2025-10-10,2027-01-04,2025-10-25,2025-10-25T00:00:00+00:00,2025-10-25T00:00:00+00:00
429,92,BAT-LAB-CRP-KIT-339,30.0,2025-10-10,2027-01-17,2025-10-25,2025-10-25T00:00:00+00:00,2025-10-25T00:00:00+00:00
430,5,BAT-MED-ATO-20-338,525.0,2025-10-11,2026-09-21,2025-10-26,2025-10-26T00:00:00+00:00,2025-10-26T00:00:00+00:00
431,52,BAT-PPE-FSH-CLR-314,120.0,2025-10-11,2026-07-08,2025-10-26,2025-10-26T00:00:00+00:00,2025-10-26T00:00:00+00:00
432,69,BAT-SRG-NDL-EPI-325,180.0,2025-10-11,2026-11-05,2025-10-26,2025-10-26T00:00:00+00:00,2025-10-26T00:00:00+00:00
433,45,BAT-PPE-GLV-NIT-L-332,420.0,2025-10-12,2026-09-25,2025-10-27,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00
434,47,BAT-PPE-MSK-N95-347,1350.0,2025-10-12,2026-06-10,2025-10-27,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00
435,53,BAT-PPE-SHC-DSP-344,90.0,2025-10-12,2026-11-03,2025-10-27,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00
436,78,BAT-SRG-SUC-YNK-334,180.0,2025-10-12,2026-11-01,2025-10-27,2025-10-27T00:00:00+00:00,2025-10-27T00:00:00+00:00
437,3,BAT-MED-AMX-500-331,375.0,2025-10-13,2026-07-07,2025-10-28,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00
438,17,BAT-MED-LEV-50-337,750.0,2025-10-13,2026-06-30,2025-10-28,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00
439,20,BAT-MED-WAR-5-318,150.0,2025-10-13,2026-07-04,2025-10-28,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00
440,39,BAT-SUP-SAL-500-326,900.0,2025-10-13,2026-07-04,2025-10-28,2025-10-28T00:00:00+00:00,2025-10-28T00:00:00+00:00
441,46,BAT-PPE-GLV-NIT-S-343,270.0,2025-10-14,2027-02-20,2025-10-29,2025-10-29T00:00:00+00:00,2025-10-29T00:00:00+00:00
442,98,BAT-LAB-MIC-SLD-354,75.0,2025-10-14,2026-05-14,2025-10-29,2025-10-29T00:00:00+00:00,2025-10-29T00:00:00+00:00
443,14,BAT-MED-CLO-75-340,375.0,2025-10-15,2026-12-10,2025-10-30,2025-10-30T00:00:00+00:00,2025-10-30T00:00:00+00:00
444,90,BAT-LAB-DDM-KIT-355,45.0,2025-10-15,2026-07-11,2025-10-30,2025-10-30T00:00:00+00:00,2025-10-30T00:00:00+00:00
445,49,BAT-PPE-GWN-STR-342,330.0,2025-10-16,2026-05-05,2025-10-31,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00
446,72,BAT-SRG-BLD-10-346,45.0,2025-10-16,2026-06-28,2025-10-31,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00
447,75,BAT-SRG-FOL-18-348,150.0,2025-10-16,2027-03-09,2025-10-31,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00
448,76,BAT-SRG-TAP-2IN-341,210.0,2025-10-16,2026-09-27,2025-10-31,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00
449,97,BAT-LAB-PIP-1KW-359,30.0,2025-10-16,2026-10-26,2025-10-31,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00
450,99,BAT-LAB-HCG-CAS-333,375.0,2025-10-16,2026-08-07,2025-10-31,2025-10-31T00:00:00+00:00,2025-10-31T00:00:00+00:00
451,43,BAT-PPE-GLV-LAT-S-351,225.0,2025-10-17,2026-05-26,2025-11-01,2025-11-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
452,60,BAT-PPE-APR-WPR-361,60.0,2025-10-17,2026-06-27,2025-11-01,2025-11-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
453,68,BAT-SRG-STP-REM-345,150.0,2025-10-17,2026-08-04,2025-11-01,2025-11-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
454,82,BAT-LAB-SRM-SST-349,2700.0,2025-10-17,2026-07-13,2025-11-01,2025-11-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
455,8,BAT-MED-AZI-250-350,225.0,2025-10-18,2026-05-11,2025-11-02,2025-11-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
456,27,BAT-SUP-ALC-PAD-356,180.0,2025-10-18,2026-11-02,2025-11-02,2025-11-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
457,30,BAT-SUP-BND-4IN-370,600.0,2025-10-18,2027-04-20,2025-11-02,2025-11-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
458,42,BAT-PPE-GLV-LAT-L-371,300.0,2025-10-18,2026-09-23,2025-11-02,2025-11-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
459,89,BAT-LAB-HCG-STR-352,450.0,2025-10-18,2026-12-31,2025-11-02,2025-11-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
460,19,BAT-MED-MTP-25-369,420.0,2025-10-19,2027-01-30,2025-11-03,2025-11-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
461,22,BAT-SUP-SYR-2ML-366,2250.0,2025-10-19,2027-01-29,2025-11-03,2025-11-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
462,56,BAT-PPE-SAN-100-357,300.0,2025-10-19,2026-12-13,2025-11-03,2025-11-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
463,86,BAT-LAB-HCV-KIT-367,60.0,2025-10-19,2026-06-12,2025-11-03,2025-11-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
464,54,BAT-PPE-CAP-BLU-360,75.0,2025-10-20,2027-04-18,2025-11-04,2025-11-04T00:00:00+00:00,2025-11-04T00:00:00+00:00
465,57,BAT-PPE-WIP-DIS-353,150.0,2025-10-20,2026-08-23,2025-11-04,2025-11-04T00:00:00+00:00,2025-11-04T00:00:00+00:00
466,62,BAT-SRG-VIC-20-358,75.0,2025-10-20,2027-04-20,2025-11-04,2025-11-04T00:00:00+00:00,2025-11-04T00:00:00+00:00
467,83,BAT-LAB-SCT-TUBE-365,1500.0,2025-10-20,2026-12-21,2025-11-04,2025-11-04T00:00:00+00:00,2025-11-04T00:00:00+00:00
468,28,BAT-SUP-CTN-ROL-377,225.0,2025-10-21,2027-04-12,2025-11-05,2025-11-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
469,64,BAT-SRG-SLK-30-364,75.0,2025-10-21,2027-01-31,2025-11-05,2025-11-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
470,95,BAT-LAB-MAL-KIT-368,225.0,2025-10-21,2027-03-10,2025-11-05,2025-11-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
471,1,BAT-MED-PCM-500-381,675.0,2025-10-22,2027-01-06,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
472,2,BAT-MED-IBU-400-374,450.0,2025-10-22,2026-09-24,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
473,26,BAT-SUP-IVC-18G-382,450.0,2025-10-22,2026-08-24,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
474,61,BAT-SRG-VIC-30-362,90.0,2025-10-22,2027-03-10,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
475,73,BAT-SRG-BLD-22-363,30.0,2025-10-22,2027-03-24,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
476,80,BAT-SRG-DRP-UNV-373,150.0,2025-10-22,2026-07-22,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
477,93,BAT-LAB-RF-KIT-372,30.0,2025-10-22,2026-07-18,2025-11-06,2025-11-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
478,13,BAT-MED-PRE-10-386,180.0,2025-10-23,2026-11-15,2025-11-07,2025-11-07T00:00:00+00:00,2025-11-07T00:00:00+00:00
479,38,BAT-SUP-WTR-10ML-376,1500.0,2025-10-23,2027-01-25,2025-11-07,2025-11-07T00:00:00+00:00,2025-11-07T00:00:00+00:00
480,7,BAT-MED-AML-5-396,480.0,2025-10-24,2027-01-18,2025-11-08,2025-11-08T00:00:00+00:00,2025-11-08T00:00:00+00:00
481,12,BAT-MED-CET-10-379,270.0,2025-10-25,2027-01-18,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
482,23,BAT-SUP-SYR-10ML-400,1200.0,2025-10-25,2026-11-06,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
483,40,BAT-SUP-RIN-500-402,600.0,2025-10-25,2027-03-30,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
484,44,BAT-PPE-GLV-NIT-M-378,450.0,2025-10-25,2026-11-29,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
485,51,BAT-PPE-GOG-PRT-394,75.0,2025-10-25,2026-08-03,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
486,55,BAT-PPE-SAN-500-380,210.0,2025-10-25,2027-04-05,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
487,58,BAT-PPE-BIO-LRG-395,600.0,2025-10-25,2026-11-19,2025-11-09,2025-11-09T00:00:00+00:00,2025-11-09T00:00:00+00:00
488,16,BAT-MED-ALB-INH-375,120.0,2025-10-26,2026-07-04,2025-11-10,2025-11-10T00:00:00+00:00,2025-11-10T00:00:00+00:00
489,25,BAT-SUP-IVC-22G-406,900.0,2025-10-26,2026-11-27,2025-11-10,2025-11-10T00:00:00+00:00,2025-11-10T00:00:00+00:00
490,66,BAT-SRG-MON-40-384,45.0,2025-10-26,2026-08-15,2025-11-10,2025-11-10T00:00:00+00:00,2025-11-10T00:00:00+00:00
491,84,BAT-LAB-GLU-STP-405,180.0,2025-10-26,2026-05-28,2025-11-10,2025-11-10T00:00:00+00:00,2025-11-10T00:00:00+00:00
492,4,BAT-MED-MET-500-404,600.0,2025-10-27,2026-10-05,2025-11-11,2025-11-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
493,10,BAT-MED-LOS-50-385,450.0,2025-10-27,2026-07-12,2025-11-11,2025-11-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
494,65,BAT-SRG-SLK-20-397,60.0,2025-10-27,2027-02-18,2025-11-11,2025-11-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
495,70,BAT-SRG-SUC-TUB-387,225.0,2025-10-27,2026-11-04,2025-11-11,2025-11-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
496,77,BAT-SRG-SKN-PEN-410,225.0,2025-10-27,2026-10-20,2025-11-11,2025-11-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
497,15,BAT-MED-MON-10-393,300.0,2025-10-28,2027-01-15,2025-11-12,2025-11-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
498,32,BAT-SUP-GZE-SWB-388,270.0,2025-10-28,2027-04-06,2025-11-12,2025-11-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
499,37,BAT-SUP-DSC-15-383,270.0,2025-10-28,2026-05-18,2025-11-12,2025-11-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
500,81,BAT-LAB-EDT-K2-390,3000.0,2025-10-28,2026-09-05,2025-11-12,2025-11-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
501,33,BAT-SUP-IVF-SET-416,1050.0,2025-10-29,2026-05-28,2025-11-13,2025-11-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
502,41,BAT-PPE-GLV-LAT-M-418,375.0,2025-10-29,2026-12-06,2025-11-13,2025-11-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
503,48,BAT-PPE-MSK-3PLY-389,225.0,2025-10-29,2027-02-12,2025-11-13,2025-11-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
504,71,BAT-SRG-LAP-SPN-414,375.0,2025-10-29,2027-04-11,2025-11-13,2025-11-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
505,88,BAT-LAB-URN-DIP-401,120.0,2025-10-29,2026-08-05,2025-11-13,2025-11-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
506,11,BAT-MED-PAN-40-392,330.0,2025-10-30,2027-04-08,2025-11-14,2025-11-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
507,35,BAT-SUP-FOL-CAT-398,225.0,2025-10-30,2026-12-21,2025-11-14,2025-11-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
508,59,BAT-PPE-BIO-MED-391,750.0,2025-10-30,2027-01-04,2025-11-14,2025-11-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
509,63,BAT-SRG-VIC-40-408,60.0,2025-10-30,2027-01-13,2025-11-14,2025-11-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
510,78,BAT-SRG-SUC-YNK-412,180.0,2025-10-30,2026-08-08,2025-11-14,2025-11-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
511,100,BAT-LAB-BGP-ANA-421,30.0,2025-10-30,2026-09-22,2025-11-14,2025-11-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
512,24,BAT-SUP-IVC-20G-432,750.0,2025-10-31,2026-09-09,2025-11-15,2025-11-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
513,36,BAT-SUP-DSC-11-407,300.0,2025-10-31,2026-08-10,2025-11-15,2025-11-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
514,50,BAT-PPE-GWN-DSP-424,525.0,2025-10-31,2027-02-01,2025-11-15,2025-11-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
515,94,BAT-LAB-BLD-CUL-403,330.0,2025-10-31,2027-04-02,2025-11-15,2025-11-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
516,96,BAT-LAB-PIP-200-427,45.0,2025-10-31,2027-04-11,2025-11-15,2025-11-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
517,9,BAT-MED-GAB-300-399,300.0,2025-11-01,2027-01-29,2025-11-16,2025-11-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
518,34,BAT-SUP-URN-BAG-419,375.0,2025-11-01,2026-05-21,2025-11-16,2025-11-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
519,39,BAT-SUP-SAL-500-409,900.0,2025-11-01,2026-11-03,2025-11-16,2025-11-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
520,74,BAT-SRG-BNE-WAX-411,30.0,2025-11-01,2026-06-19,2025-11-16,2025-11-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
521,87,BAT-LAB-SYP-KIT-431,60.0,2025-11-01,2026-12-12,2025-11-16,2025-11-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
522,21,BAT-SUP-SYR-5ML-415,1800.0,2025-11-02,2027-03-02,2025-11-17,2025-11-17T00:00:00+00:00,2025-11-17T00:00:00+00:00
523,31,BAT-SUP-BND-3IN-435,675.0,2025-11-02,2026-10-18,2025-11-17,2025-11-17T00:00:00+00:00,2025-11-17T00:00:00+00:00
524,67,BAT-SRG-STP-DSP-417,120.0,2025-11-02,2026-12-20,2025-11-17,2025-11-17T00:00:00+00:00,2025-11-17T00:00:00+00:00
525,91,BAT-LAB-TRP-KIT-413,90.0,2025-11-02,2027-05-06,2025-11-17,2025-11-17T00:00:00+00:00,2025-11-17T00:00:00+00:00
526,69,BAT-SRG-NDL-EPI-428,180.0,2025-11-03,2027-02-15,2025-11-18,2025-11-18T00:00:00+00:00,2025-11-18T00:00:00+00:00
527,79,BAT-SRG-DRP-CS-422,90.0,2025-11-03,2026-05-20,2025-11-18,2025-11-18T00:00:00+00:00,2025-11-18T00:00:00+00:00
528,85,BAT-LAB-HIV-KIT-440,75.0,2025-11-03,2026-08-14,2025-11-18,2025-11-18T00:00:00+00:00,2025-11-18T00:00:00+00:00
529,3,BAT-MED-AMX-500-425,375.0,2025-11-04,2026-11-03,2025-11-19,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
530,6,BAT-MED-OME-20-433,420.0,2025-11-04,2027-01-12,2025-11-19,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
531,14,BAT-MED-CLO-75-426,375.0,2025-11-04,2026-12-14,2025-11-19,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
532,17,BAT-MED-LEV-50-437,750.0,2025-11-04,2026-07-30,2025-11-19,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
533,45,BAT-PPE-GLV-NIT-L-434,420.0,2025-11-04,2026-12-30,2025-11-19,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
534,46,BAT-PPE-GLV-NIT-S-438,270.0,2025-11-04,2026-09-23,2025-11-19,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
535,5,BAT-MED-ATO-20-443,525.0,2025-11-05,2026-06-02,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
536,20,BAT-MED-WAR-5-420,150.0,2025-11-05,2027-02-09,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
537,29,BAT-SUP-ADH-PLST-446,120.0,2025-11-05,2026-08-18,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
538,42,BAT-PPE-GLV-LAT-L-445,300.0,2025-11-05,2027-05-09,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
539,52,BAT-PPE-FSH-CLR-423,120.0,2025-11-05,2026-09-21,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
540,68,BAT-SRG-STP-REM-429,150.0,2025-11-05,2026-12-09,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
541,82,BAT-LAB-SRM-SST-430,2700.0,2025-11-05,2027-03-04,2025-11-20,2025-11-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
542,26,BAT-SUP-IVC-18G-448,450.0,2025-11-06,2027-05-09,2025-11-21,2025-11-21T00:00:00+00:00,2025-11-21T00:00:00+00:00
543,47,BAT-PPE-MSK-N95-450,1350.0,2025-11-06,2027-04-19,2025-11-21,2025-11-21T00:00:00+00:00,2025-11-21T00:00:00+00:00
544,49,BAT-PPE-GWN-STR-436,330.0,2025-11-06,2027-04-24,2025-11-21,2025-11-21T00:00:00+00:00,2025-11-21T00:00:00+00:00
545,75,BAT-SRG-FOL-18-439,150.0,2025-11-06,2026-11-06,2025-11-21,2025-11-21T00:00:00+00:00,2025-11-21T00:00:00+00:00
546,92,BAT-LAB-CRP-KIT-453,30.0,2025-11-06,2027-04-12,2025-11-21,2025-11-21T00:00:00+00:00,2025-11-21T00:00:00+00:00
547,18,BAT-MED-TRA-50-455,210.0,2025-11-07,2027-05-12,2025-11-22,2025-11-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
548,60,BAT-PPE-APR-WPR-447,60.0,2025-11-07,2026-10-20,2025-11-22,2025-11-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
549,90,BAT-LAB-DDM-KIT-449,45.0,2025-11-07,2026-11-14,2025-11-22,2025-11-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
550,76,BAT-SRG-TAP-2IN-441,210.0,2025-11-08,2027-01-03,2025-11-23,2025-11-23T00:00:00+00:00,2025-11-23T00:00:00+00:00
551,95,BAT-LAB-MAL-KIT-444,225.0,2025-11-08,2026-07-19,2025-11-23,2025-11-23T00:00:00+00:00,2025-11-23T00:00:00+00:00
552,1,BAT-MED-PCM-500-468,675.0,2025-11-09,2027-02-15,2025-11-24,2025-11-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
553,19,BAT-MED-MTP-25-458,420.0,2025-11-09,2026-11-05,2025-11-24,2025-11-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
554,22,BAT-SUP-SYR-2ML-462,2250.0,2025-11-09,2027-02-24,2025-11-24,2025-11-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
555,28,BAT-SUP-CTN-ROL-464,225.0,2025-11-10,2027-01-20,2025-11-25,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
556,53,BAT-PPE-SHC-DSP-467,90.0,2025-11-10,2026-11-23,2025-11-25,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
557,54,BAT-PPE-CAP-BLU-451,75.0,2025-11-10,2026-12-17,2025-11-25,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
558,98,BAT-LAB-MIC-SLD-465,75.0,2025-11-10,2027-04-26,2025-11-25,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
559,99,BAT-LAB-HCG-CAS-442,375.0,2025-11-10,2027-01-30,2025-11-25,2025-11-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
560,30,BAT-SUP-BND-4IN-473,600.0,2025-11-11,2027-04-14,2025-11-26,2025-11-26T00:00:00+00:00,2025-11-26T00:00:00+00:00
561,27,BAT-SUP-ALC-PAD-461,180.0,2025-11-12,2026-07-22,2025-11-27,2025-11-27T00:00:00+00:00,2025-11-27T00:00:00+00:00
562,56,BAT-PPE-SAN-100-454,300.0,2025-11-12,2026-08-29,2025-11-27,2025-11-27T00:00:00+00:00,2025-11-27T00:00:00+00:00
563,61,BAT-SRG-VIC-30-457,90.0,2025-11-12,2026-07-17,2025-11-27,2025-11-27T00:00:00+00:00,2025-11-27T00:00:00+00:00
564,72,BAT-SRG-BLD-10-456,45.0,2025-11-12,2027-05-12,2025-11-27,2025-11-27T00:00:00+00:00,2025-11-27T00:00:00+00:00
565,2,BAT-MED-IBU-400-471,450.0,2025-11-13,2026-11-21,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
566,8,BAT-MED-AZI-250-459,225.0,2025-11-13,2027-03-15,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
567,16,BAT-MED-ALB-INH-452,120.0,2025-11-13,2027-04-26,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
568,44,BAT-PPE-GLV-NIT-M-460,450.0,2025-11-13,2026-06-16,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
569,80,BAT-SRG-DRP-UNV-469,150.0,2025-11-13,2027-01-31,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
570,86,BAT-LAB-HCV-KIT-476,60.0,2025-11-13,2026-10-06,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
571,97,BAT-LAB-PIP-1KW-475,30.0,2025-11-13,2026-08-07,2025-11-28,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
572,40,BAT-SUP-RIN-500-482,600.0,2025-11-14,2026-10-16,2025-11-29,2025-11-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
573,81,BAT-LAB-EDT-K2-463,3000.0,2025-11-14,2027-03-21,2025-11-29,2025-11-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
574,84,BAT-LAB-GLU-STP-485,180.0,2025-11-14,2027-01-13,2025-11-29,2025-11-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
575,89,BAT-LAB-HCG-STR-466,450.0,2025-11-14,2026-08-20,2025-11-29,2025-11-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
576,10,BAT-MED-LOS-50-472,450.0,2025-11-16,2027-02-13,2025-12-01,2025-12-01T00:00:00+00:00,2025-12-01T00:00:00+00:00
577,25,BAT-SUP-IVC-22G-493,900.0,2025-11-16,2026-10-02,2025-12-01,2025-12-01T00:00:00+00:00,2025-12-01T00:00:00+00:00
578,83,BAT-LAB-SCT-TUBE-479,1500.0,2025-11-16,2027-05-04,2025-12-01,2025-12-01T00:00:00+00:00,2025-12-01T00:00:00+00:00
579,13,BAT-MED-PRE-10-495,180.0,2025-11-17,2026-10-01,2025-12-02,2025-12-02T00:00:00+00:00,2025-12-02T00:00:00+00:00
