id,supplier_id,order_date,required_by_date,status,priority,total_items,notes,created_by,approved_by,approved_at,created_at,updated_at
429,5,2025-11-11T00:00:00+00:00,2025-11-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Staple Remover. Days remaining: 6.4,2,1,2025-11-17T00:00:00+00:00,2025-11-11T00:00:00+00:00,2025-11-20T00:00:00+00:00
430,8,2025-11-12T00:00:00+00:00,2025-11-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Serum Sep Tubes (SST). Days remaining: 6.3,2,1,2025-11-17T00:00:00+00:00,2025-11-12T00:00:00+00:00,2025-11-20T00:00:00+00:00
431,1,2025-11-12T00:00:00+00:00,2025-11-16T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Syphilis Test Kits. Days remaining: 6.5,2,1,2025-11-13T00:00:00+00:00,2025-11-12T00:00:00+00:00,2025-11-16T00:00:00+00:00
432,7,2025-11-12T00:00:00+00:00,2025-11-15T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Cannula 20G. Days remaining: 7.0,2,1,2025-11-12T00:00:00+00:00,2025-11-12T00:00:00+00:00,2025-11-15T00:00:00+00:00
433,9,2025-11-12T00:00:00+00:00,2025-11-19T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Omeprazole 20mg. Days remaining: 5.8,2,1,2025-11-16T00:00:00+00:00,2025-11-12T00:00:00+00:00,2025-11-19T00:00:00+00:00
434,15,2025-11-12T00:00:00+00:00,2025-11-19T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (L). Days remaining: 6.9,2,1,2025-11-16T00:00:00+00:00,2025-11-12T00:00:00+00:00,2025-11-19T00:00:00+00:00
435,11,2025-11-13T00:00:00+00:00,2025-11-17T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bandage Roll 3-inch. Days remaining: 6.8,2,1,2025-11-14T00:00:00+00:00,2025-11-13T00:00:00+00:00,2025-11-17T00:00:00+00:00
436,14,2025-11-13T00:00:00+00:00,2025-11-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Gown Sterile. Days remaining: 5.9,2,1,2025-11-18T00:00:00+00:00,2025-11-13T00:00:00+00:00,2025-11-21T00:00:00+00:00
437,13,2025-11-13T00:00:00+00:00,2025-11-19T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Levothyroxine 50mcg. Days remaining: 6.3,2,1,2025-11-16T00:00:00+00:00,2025-11-13T00:00:00+00:00,2025-11-19T00:00:00+00:00
438,13,2025-11-13T00:00:00+00:00,2025-11-19T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (S). Days remaining: 6.4,2,1,2025-11-16T00:00:00+00:00,2025-11-13T00:00:00+00:00,2025-11-19T00:00:00+00:00
439,12,2025-11-14T00:00:00+00:00,2025-11-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Foley Catheter Fr18. Days remaining: 6.8,2,1,2025-11-18T00:00:00+00:00,2025-11-14T00:00:00+00:00,2025-11-21T00:00:00+00:00
440,2,2025-11-14T00:00:00+00:00,2025-11-18T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing HIV Rapid Test Kits. Days remaining: 7.0,2,1,2025-11-15T00:00:00+00:00,2025-11-14T00:00:00+00:00,2025-11-18T00:00:00+00:00
441,10,2025-11-15T00:00:00+00:00,2025-11-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Tape 2-inch. Days remaining: 6.6,2,1,2025-11-20T00:00:00+00:00,2025-11-15T00:00:00+00:00,2025-11-23T00:00:00+00:00
442,4,2025-11-15T00:00:00+00:00,2025-11-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pregnancy Test Cassette. Days remaining: 6.8,2,1,2025-11-22T00:00:00+00:00,2025-11-15T00:00:00+00:00,2025-11-25T00:00:00+00:00
443,2,2025-11-16T00:00:00+00:00,2025-11-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Atorvastatin 20mg. Days remaining: 6.0,2,1,2025-11-17T00:00:00+00:00,2025-11-16T00:00:00+00:00,2025-11-20T00:00:00+00:00
444,13,2025-11-17T00:00:00+00:00,2025-11-23T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Malaria Antigen Kit. Days remaining: 6.5,2,1,2025-11-20T00:00:00+00:00,2025-11-17T00:00:00+00:00,2025-11-23T00:00:00+00:00
445,7,2025-11-17T00:00:00+00:00,2025-11-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Latex Gloves (L). Days remaining: 6.7,2,1,2025-11-17T00:00:00+00:00,2025-11-17T00:00:00+00:00,2025-11-20T00:00:00+00:00
446,7,2025-11-17T00:00:00+00:00,2025-11-20T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Adhesive Plasters. Days remaining: 6.2,2,1,2025-11-17T00:00:00+00:00,2025-11-17T00:00:00+00:00,2025-11-20T00:00:00+00:00
447,11,2025-11-18T00:00:00+00:00,2025-11-22T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Aprons Waterproof. Days remaining: 6.8,2,1,2025-11-19T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-22T00:00:00+00:00
448,3,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Cannula 18G. Days remaining: 6.6,2,1,2025-11-18T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00
449,6,2025-11-18T00:00:00+00:00,2025-11-22T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing D-Dimer Test Kits. Days remaining: 7.0,2,1,2025-11-19T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-22T00:00:00+00:00
450,7,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing N95 Respirator Mask. Days remaining: 6.0,2,1,2025-11-18T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00
451,12,2025-11-18T00:00:00+00:00,2025-11-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bouffant Caps Blue. Days remaining: 6.1,2,1,2025-11-22T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-25T00:00:00+00:00
452,4,2025-11-18T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Albuterol Inhaler. Days remaining: 6.9,2,1,2025-11-25T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-28T00:00:00+00:00
453,3,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing CRP Latex Slide Kit. Days remaining: 7.0,2,1,2025-11-18T00:00:00+00:00,2025-11-18T00:00:00+00:00,2025-11-21T00:00:00+00:00
454,10,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Hand Sanitizer 100ml. Days remaining: 6.3,2,1,2025-11-24T00:00:00+00:00,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00
455,7,2025-11-19T00:00:00+00:00,2025-11-22T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Tramadol 50mg. Days remaining: 6.4,2,1,2025-11-19T00:00:00+00:00,2025-11-19T00:00:00+00:00,2025-11-22T00:00:00+00:00
456,14,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Blades #10. Days remaining: 6.8,2,1,2025-11-24T00:00:00+00:00,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00
457,8,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Vicryl Suture 3-0. Days remaining: 6.8,2,1,2025-11-24T00:00:00+00:00,2025-11-19T00:00:00+00:00,2025-11-27T00:00:00+00:00
458,1,2025-11-20T00:00:00+00:00,2025-11-24T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Metoprolol 25mg. Days remaining: 6.2,2,1,2025-11-21T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-24T00:00:00+00:00
459,10,2025-11-20T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Azithromycin 250mg. Days remaining: 6.1,2,1,2025-11-25T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-28T00:00:00+00:00
460,10,2025-11-20T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (M). Days remaining: 7.0,2,1,2025-11-25T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-28T00:00:00+00:00
461,12,2025-11-20T00:00:00+00:00,2025-11-27T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Alcohol Prep Pads. Days remaining: 6.8,2,1,2025-11-24T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-27T00:00:00+00:00
462,11,2025-11-20T00:00:00+00:00,2025-11-24T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Syringes (2ml). Days remaining: 6.6,2,1,2025-11-21T00:00:00+00:00,2025-11-20T00:00:00+00:00,2025-11-24T00:00:00+00:00
463,10,2025-11-21T00:00:00+00:00,2025-11-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing EDTA Blood Tubes (K2). Days remaining: 6.8,2,1,2025-11-26T00:00:00+00:00,2025-11-21T00:00:00+00:00,2025-11-29T00:00:00+00:00
464,1,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Cotton Wool Rolls. Days remaining: 6.8,2,1,2025-11-22T00:00:00+00:00,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00
465,6,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Microscope Slides. Days remaining: 5.9,2,1,2025-11-22T00:00:00+00:00,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00
466,10,2025-11-21T00:00:00+00:00,2025-11-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pregnancy Test HCG. Days remaining: 6.6,2,1,2025-11-26T00:00:00+00:00,2025-11-21T00:00:00+00:00,2025-11-29T00:00:00+00:00
467,6,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Shoe Covers Disposable. Days remaining: 6.0,2,1,2025-11-22T00:00:00+00:00,2025-11-21T00:00:00+00:00,2025-11-25T00:00:00+00:00
468,7,2025-11-21T00:00:00+00:00,2025-11-24T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Paracetamol 500mg. Days remaining: 6.5,2,1,2025-11-21T00:00:00+00:00,2025-11-21T00:00:00+00:00,2025-11-24T00:00:00+00:00
469,13,2025-11-22T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Universal Drape Pack. Days remaining: 6.2,2,1,2025-11-25T00:00:00+00:00,2025-11-22T00:00:00+00:00,2025-11-28T00:00:00+00:00
470,4,2025-11-22T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disinfectant Wipes. Days remaining: 6.1,2,1,2025-11-29T00:00:00+00:00,2025-11-22T00:00:00+00:00,2025-12-02T00:00:00+00:00
471,13,2025-11-22T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Ibuprofen 400mg. Days remaining: 6.3,2,1,2025-11-25T00:00:00+00:00,2025-11-22T00:00:00+00:00,2025-11-28T00:00:00+00:00
472,14,2025-11-23T00:00:00+00:00,2025-12-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Losartan 50mg. Days remaining: 6.8,2,1,2025-11-28T00:00:00+00:00,2025-11-23T00:00:00+00:00,2025-12-01T00:00:00+00:00
473,7,2025-11-23T00:00:00+00:00,2025-11-26T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bandage Roll 4-inch. Days remaining: 6.2,2,1,2025-11-23T00:00:00+00:00,2025-11-23T00:00:00+00:00,2025-11-26T00:00:00+00:00
474,14,2025-11-24T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Blades #22. Days remaining: 7.0,2,1,2025-11-29T00:00:00+00:00,2025-11-24T00:00:00+00:00,2025-12-02T00:00:00+00:00
475,6,2025-11-24T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pipette Tips 1000uL. Days remaining: 6.5,2,1,2025-11-25T00:00:00+00:00,2025-11-24T00:00:00+00:00,2025-11-28T00:00:00+00:00
476,6,2025-11-24T00:00:00+00:00,2025-11-28T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing HCV Rapid Test Kits. Days remaining: 6.8,2,1,2025-11-25T00:00:00+00:00,2025-11-24T00:00:00+00:00,2025-11-28T00:00:00+00:00
477,5,2025-11-25T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Biohazard Bags Medium. Days remaining: 6.5,2,1,2025-12-01T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-12-04T00:00:00+00:00
478,5,2025-11-25T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Pantoprazole 40mg. Days remaining: 6.5,2,1,2025-12-01T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-12-04T00:00:00+00:00
479,13,2025-11-25T00:00:00+00:00,2025-12-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Sodium Citrate Tubes. Days remaining: 5.9,2,1,2025-11-28T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-12-01T00:00:00+00:00
480,9,2025-11-25T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Sterile Water 10ml. Days remaining: 6.4,2,1,2025-11-29T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-12-02T00:00:00+00:00
481,9,2025-11-25T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Hand Sanitizer 500ml. Days remaining: 6.9,2,1,2025-11-29T00:00:00+00:00,2025-11-25T00:00:00+00:00,2025-12-02T00:00:00+00:00
482,3,2025-11-26T00:00:00+00:00,2025-11-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Ringer Lactate 500ml. Days remaining: 6.7,2,1,2025-11-26T00:00:00+00:00,2025-11-26T00:00:00+00:00,2025-11-29T00:00:00+00:00
483,15,2025-11-26T00:00:00+00:00,2025-12-03T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Latex Gloves (S). Days remaining: 6.4,2,1,2025-11-30T00:00:00+00:00,2025-11-26T00:00:00+00:00,2025-12-03T00:00:00+00:00
484,9,2025-11-26T00:00:00+00:00,2025-12-03T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Silk Suture 3-0. Days remaining: 6.4,2,1,2025-11-30T00:00:00+00:00,2025-11-26T00:00:00+00:00,2025-12-03T00:00:00+00:00
485,7,2025-11-26T00:00:00+00:00,2025-11-29T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Glucose Test Strips. Days remaining: 6.1,2,1,2025-11-26T00:00:00+00:00,2025-11-26T00:00:00+00:00,2025-11-29T00:00:00+00:00
486,12,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Suction Tubing 3m. Days remaining: 5.9,2,1,2025-12-01T00:00:00+00:00,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
487,15,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disposable Scalpel #11. Days remaining: 6.2,2,1,2025-12-01T00:00:00+00:00,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
488,5,2025-11-27T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disposable Scalpel #15. Days remaining: 6.4,2,1,2025-12-03T00:00:00+00:00,2025-11-27T00:00:00+00:00,2025-12-06T00:00:00+00:00
489,15,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Montelukast 10mg. Days remaining: 6.5,2,1,2025-12-01T00:00:00+00:00,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
490,12,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Cetirizine 10mg. Days remaining: 6.1,2,1,2025-12-01T00:00:00+00:00,2025-11-27T00:00:00+00:00,2025-12-04T00:00:00+00:00
491,13,2025-11-28T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Suction Yankauer Tip. Days remaining: 6.2,2,1,2025-12-01T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-04T00:00:00+00:00
492,8,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Blood Culture Bottles. Days remaining: 6.5,2,1,2025-12-03T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00
493,7,2025-11-28T00:00:00+00:00,2025-12-01T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Cannula 22G. Days remaining: 6.7,2,1,2025-11-28T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-01T00:00:00+00:00
494,15,2025-11-28T00:00:00+00:00,2025-12-05T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Epidural Needle 18G. Days remaining: 6.6,2,1,2025-12-02T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-05T00:00:00+00:00
495,2,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Prednisone 10mg. Days remaining: 6.8,2,1,2025-11-29T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00
496,6,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Protective Goggles. Days remaining: 6.8,2,1,2025-11-29T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00
497,8,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Vicryl Suture 2-0. Days remaining: 6.6,2,1,2025-12-03T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00
498,10,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Foley Catheter Fr16. Days remaining: 6.1,2,1,2025-12-03T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-06T00:00:00+00:00
499,11,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Biohazard Bags Large. Days remaining: 6.3,2,1,2025-11-29T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-02T00:00:00+00:00
500,5,2025-11-28T00:00:00+00:00,2025-12-07T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing 3-Ply Surgical Mask. Days remaining: 7.0,2,1,2025-12-04T00:00:00+00:00,2025-11-28T00:00:00+00:00,2025-12-07T00:00:00+00:00
501,4,2025-11-29T00:00:00+00:00,2025-12-09T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Gabapentin 300mg. Days remaining: 6.5,2,1,2025-12-06T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-12-09T00:00:00+00:00
502,13,2025-11-29T00:00:00+00:00,2025-12-05T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Silk Suture 2-0. Days remaining: 6.5,2,1,2025-12-02T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-12-05T00:00:00+00:00
503,15,2025-11-29T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Monocryl Suture 4-0. Days remaining: 6.7,2,1,2025-12-03T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-12-06T00:00:00+00:00
504,10,2025-11-29T00:00:00+00:00,2025-12-07T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Amoxicillin 500mg. Days remaining: 6.9,2,1,2025-12-04T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-12-07T00:00:00+00:00
505,1,2025-11-29T00:00:00+00:00,2025-12-03T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Disposable Gown Blue. Days remaining: 6.7,2,1,2025-11-30T00:00:00+00:00,2025-11-29T00:00:00+00:00,2025-12-03T00:00:00+00:00
506,12,2025-11-30T00:00:00+00:00,2025-12-07T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Urine Dipsticks 10T. Days remaining: 6.6,2,1,2025-12-04T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-07T00:00:00+00:00
507,8,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Serum Sep Tubes (SST). Days remaining: 6.6,2,1,2025-12-05T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
508,1,2025-11-30T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Lap Sponge 30x30cm. Days remaining: 6.1,2,1,2025-12-01T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-04T00:00:00+00:00
509,8,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Bone Wax 2.5g. Days remaining: 7.0,2,1,2025-12-05T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
510,15,2025-11-30T00:00:00+00:00,2025-12-07T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Nitrile Gloves (L). Days remaining: 6.4,2,1,2025-12-04T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-07T00:00:00+00:00
511,14,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Gown Sterile. Days remaining: 6.2,2,1,2025-12-05T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
512,2,2025-11-30T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Latex Gloves (M). Days remaining: 6.9,2,1,2025-12-01T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-04T00:00:00+00:00
513,14,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Surgical Stapler. Days remaining: 6.4,2,1,2025-12-05T00:00:00+00:00,2025-11-30T00:00:00+00:00,2025-12-08T00:00:00+00:00
514,8,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Gauze Swabs 10x10cm. Days remaining: 6.4,2,1,2025-12-06T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00
515,15,2025-12-01T00:00:00+00:00,2025-12-08T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Urine Drainage Bag. Days remaining: 7.0,2,1,2025-12-05T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-08T00:00:00+00:00
516,11,2025-12-01T00:00:00+00:00,2025-12-05T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Metformin 500mg. Days remaining: 7.0,2,1,2025-12-02T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-05T00:00:00+00:00
517,3,2025-12-01T00:00:00+00:00,2025-12-04T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Amlodipine 5mg. Days remaining: 6.5,2,1,2025-12-01T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-04T00:00:00+00:00
518,14,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Normal Saline 500ml. Days remaining: 6.6,2,1,2025-12-06T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00
519,8,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing C-Section Drape. Days remaining: 6.7,2,1,2025-12-06T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-09T00:00:00+00:00
520,5,2025-12-01T00:00:00+00:00,2025-12-10T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Staple Remover. Days remaining: 6.8,2,1,2025-12-07T00:00:00+00:00,2025-12-01T00:00:00+00:00,2025-12-10T00:00:00+00:00
521,14,2025-12-02T00:00:00+00:00,2025-12-10T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Syringes (5ml). Days remaining: 6.1,2,1,2025-12-07T00:00:00+00:00,2025-12-02T00:00:00+00:00,2025-12-10T00:00:00+00:00
522,2,2025-12-02T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Infusion Set. Days remaining: 7.0,2,1,2025-12-03T00:00:00+00:00,2025-12-02T00:00:00+00:00,2025-12-06T00:00:00+00:00
523,7,2025-12-02T00:00:00+00:00,2025-12-05T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Syringes (10ml). Days remaining: 7.0,2,1,2025-12-02T00:00:00+00:00,2025-12-02T00:00:00+00:00,2025-12-05T00:00:00+00:00
524,7,2025-12-03T00:00:00+00:00,2025-12-06T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing IV Cannula 20G. Days remaining: 6.6,2,1,2025-12-03T00:00:00+00:00,2025-12-03T00:00:00+00:00,2025-12-06T00:00:00+00:00
525,5,2025-12-03T00:00:00+00:00,2025-12-12T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Face Shield Clear. Days remaining: 6.6,2,1,2025-12-09T00:00:00+00:00,2025-12-03T00:00:00+00:00,2025-12-12T00:00:00+00:00
526,13,2025-12-04T00:00:00+00:00,2025-12-10T00:00:00+00:00,DELIVERED,NORMAL,1,Auto-generated for replenishing Levothyroxine 50mcg. Days remaining: 6.3,2,1,2025-12-07T00:00:00+00:00,2025-12-04T00:00:00+00:00,2025-12-10T00:00:00+00:00
